Identifier	Name	Type	Category
DB00572	Atropine	Drug	Mydriatics, Parasympatholytics, Muscarinic Antagonists, Bronchodilator Agents, Adjuvants, Anesthesia, Anti-Arrhythmia Agents
DB01420	Testosterone Propionate	Drug	
DB04930	Permethrin	Drug	
DB00573	Fenoprofen	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors, Propionates
DB04932	Defibrotide	Drug	Antithrombins
DB00570	Vinblastine	Drug	Antineoplastic Agents, Phytogenic, Tubulin Modulators
DB00571	Propranolol	Drug	Vasodilator Agents, Adrenergic beta-Antagonists, Antihypertensive Agents, Anti-Arrhythmia Agents
DB00576	Sulfamethizole	Drug	Anti-Infective Agents
DB01424	Aminophenazone	Drug	Pyrazolones
DB01423	Stepronin	Drug	Immunosuppressive Agents, Expectorants, Antiviral Agents
DB00577	Valaciclovir	Drug	Prodrugs, Antiviral Agents
DB01422	Nitroxoline	Drug	Anti-Infective Agents, Urinary, Antifungal Agents
DB00575	Clonidine	Drug	Adrenergic alpha-2 Receptor Agonists, Sympatholytics, Analgesics, Antihypertensive Agents
DB01421	Paromomycin	Drug	Anti-Bacterial Agents, Amebicides
DB04938	Ospemifene	Drug	Estrogen Antagonists
DB01428	Oxybenzone	Drug	Sunscreening Agents
DB01427	Amrinone	Drug	Cardiotonic Agents, Vasodilator Agents, Calcium Channel Blockers, Phosphodiesterase 3 Inhibitors
DB00578	Carbenicillin	Drug	Anti-Bacterial Agents, Penicillins
DB01426	Ajmaline	Drug	Anti-Arrhythmia Agents
DB01425	Alizapride	Drug	Antiemetics, Prokinetic Agents
DB00579	Mazindol	Drug	Central Nervous System Stimulants, Adrenergic Uptake Inhibitors, Dopamine Uptake Inhibitors
DB01429	Aprindine	Drug	Voltage-Gated Sodium Channel Blockers, Anti-Arrhythmia Agents
DB01431	Allylestrenol	Drug	
DB04941	Crofelemer	Drug	
DB00583	L-Carnitine	Drug	Vitamin B Complex, Dietary Supplements
DB04942	Tamibarotene	Drug	Antineoplastic Agents
DB00100	Coagulation Factor IX	Drug	Thrombotic Agents, Coagulants
DB00584	Enalapril	Drug	Angiotensin-Converting Enzyme Inhibitors, Antihypertensive Agents
DB01430	Almitrine	Drug	Respiratory System Agents
DB00581	Lactulose	Drug	Gastrointestinal Agents
DB00582	Voriconazole	Drug	Antifungal Agents, 14-alpha Demethylase Inhibitors
DB00587	Cinalukast	Drug	Anti-Arrhythmia Agents
DB01435	Antipyrine	Drug	Anti-Inflammatory Agents, Non-Steroidal
DB00103	Agalsidase beta	Drug	Enzyme Replacement Agents
DB00588	Fluticasone Propionate	Drug	
DB00104	Octreotide	Drug	Antineoplastic Agents, Hormonal, Hormone Replacement Agents, Gastrointestinal Agents
DB00585	Nizatidine	Drug	Anti-Ulcer Agents, Histamine H2 Antagonists
DB01433	Methadyl Acetate	Drug	Analgesics, Opioid, Narcotics
DB00102	Becaplermin	Drug	Angiogenesis Inducing Agents
DB01432	Cholestyramine	Drug	Hypolipidemic Agents, Cholesterol Absorption Inhibitors
DB00586	Diclofenac	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB00107	Oxytocin	Drug	Anti-tocolytic Agents, Oxytocics, Labor Induction Agents
DB01438	Phenazopyridine	Drug	
DB00108	Natalizumab	Drug	Immunosuppressive Agents
DB00589	Lisuride	Drug	Serotonin Receptor Agonists, Antiparkinson Agents, Antidyskinetics, Dopamine Agonists
DB01437	Glutethimide	Drug	Hypnotics and Sedatives
DB00105	Interferon Alfa-2b, Recombinant	Drug	Immunosuppressive Agents
DB00106	Abarelix	Drug	Anti-Testosterone Agents
DB01436	Alfacalcidol	Drug	Bone Density Conservation Agents
DB04946	Iloperidone	Drug	
DB00109	Enfuvirtide	Drug	HIV Fusion Inhibitors
DB04948	Lofexidine	Drug	Narcotic Antagonists, Adrenergic alpha-2 Receptor Agonists, Antihypertensive Agents
DB00590	Doxazosin	Drug	Adrenergic alpha-Antagonists, Antihypertensive Agents, Adrenergic alpha-1 Receptor Antagonists
DB00591	Fluocinolone Acetonide	Drug	Glucocorticoids, Anti-Inflammatory Agents
DB00594	Amiloride	Drug	Diuretics, Epithelial Sodium Channel Blockers, Acid Sensing Ion Channel Blockers, Sodium Channel Blockers
DB00110	Palivizumab	Drug	Antiviral Agents
DB00595	Oxytetracycline	Drug	Tetracyclines
DB00111	Daclizumab	Drug	Immunosuppressive Agents
DB04953	Ezogabine	Drug	Anticonvulsants
DB01440	Gamma Hydroxybutyric Acid	Drug	
DB00592	Piperazine	Drug	Antinematodal Agents
DB00593	Ethosuximide	Drug	Anticonvulsants, Succinimides
DB00598	Labetalol	Drug	Sympathomimetics, Adrenergic beta-Antagonists, Antihypertensive Agents, Adrenergic alpha-1 Receptor Antagonists
DB00599	Thiopental	Drug	Anticonvulsants, GABA Modulators, Anesthetics, Intravenous, Hypnotics and Sedatives
DB00115	Cyanocobalamin	Drug	Vitamin B Complex, Anti-anemic Agents, Vitamins
DB00596	Halobetasol Propionate	Drug	
DB00112	Bevacizumab	Drug	Angiogenesis Inhibitors
DB00113	Arcitumomab	Drug	Diagnostic Agents
DB00597	Gadoteridol	Drug	Contrast Media
DB00118	S-Adenosylmethionine	Drug	Micronutrients, Dietary Supplements, Supplements
DB00119	Pyruvic acid	Drug	Micronutrients, Dietary Supplements, Supplements
DB00116	Tetrahydrofolic acid	Drug	Micronutrients, Dietary Supplements, Supplements
DB00117	L-Histidine	Drug	Micronutrients, Conditionally Essential Amino Acids, Dietary Supplements, Supplements
DB02300	Calcipotriol	Drug	Antipsoriatic Agents, Dermatologic Agents
DB00121	Biotin	Drug	Micronutrients, Vitamin B Complex, Dietary Supplements, Supplements
DB01452	Heroin	Drug	Analgesics, Opioid, Narcotics
DB00122	Choline	Drug	Micronutrients, Lipotropic Agents, Dietary Supplements, Supplements, Nootropic Agents
DB05812	Abiraterone	Drug	
DB00120	L-Phenylalanine	Drug	Micronutrients, Amino Acids, Essential, Dietary Supplements, Supplements
DB00125	L-Arginine	Drug	Micronutrients, Conditionally Essential Amino Acids, Dietary Supplements, Supplements
DB00126	Vitamin C	Drug	Antioxidants, Ascorbic Acid, Vitamins
DB00123	L-Lysine	Drug	Micronutrients, Amino Acids, Essential, Dietary Supplements, Supplements
DB00129	L-Ornithine	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB00127	Spermine	Drug	Micronutrients, Dietary Supplements, Supplements
DB00128	L-Aspartic Acid	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB04967	Lucanthone	Drug	Antineoplastic Agents, Schistosomicides
DB04570	Latamoxef	Drug	Anti-Bacterial Agents, Cephalosporins
DB04571	Trioxsalen	Drug	Photosensitizing Agents
DB01060	Amoxicillin	Drug	Anti-Bacterial Agents, Penicillins
DB06751	Drotaverine	Drug	Vasodilator Agents, Analgesics, Parasympatholytics
DB04572	Thiotepa	Drug	
DB04573	Estriol	Drug	
DB01063	Acetophenazine	Drug	Antipsychotic Agents
DB01064	Isoprenaline	Drug	Cardiotonic Agents, Adrenergic beta-Agonists, Sympathomimetics, Bronchodilator Agents
DB01061	Azlocillin	Drug	Anti-Bacterial Agents, Penicillins
DB01062	Oxybutynin	Drug	Cholinergic Antagonists, Parasympatholytics, Antispasmodics, Muscarinic Antagonists, Muscle Relaxants, Genitourinary
DB08936	Chlorcyclizine	Drug	Histamine H1 Antagonists, Anti-Allergic Agents, Histamine Antagonists
DB01067	Glipizide	Drug	Hypoglycemic Agents
DB01068	Clonazepam	Drug	Anticonvulsants, GABA Modulators, Benzodiazepines
DB01065	Melatonin	Drug	Antioxidants, Central Nervous System Depressants
DB08934	Sofosbuvir	Drug	Antiviral Agents
DB08935	Obinutuzumab	Drug	Antineoplastic Agents
DB01066	Cefditoren	Drug	Anti-Bacterial Agents, Cephalosporins
DB08932	MACITENTAN	Drug	Vasodilator Agents
DB04574	Estropipate	Drug	Contraceptive Agents, Hormone Replacement Agents
DB08933	LULICONAZOLE	Drug	Antifungal Agents
DB04575	Quinestrol	Drug	Estrogens, Hormone Replacement Agents
DB04576	Fleroxacin	Drug	Enzyme Inhibitors, Nucleic Acid Synthesis Inhibitors, Anti-Infective Agents, Quinolones
DB01069	Promethazine	Drug	Histamine H1 Antagonists, Anti-Allergic Agents, Antipruritics
DB08930	Dolutegravir	Drug	
DB01070	Dihydrotachysterol	Drug	Vitamin D, Bone Density Conservation Agents, Antithyroid Agents, Vitamins, Antihypocalcemic Agents
DB01071	Mequitazine	Drug	Histamine H1 Antagonists
DB01074	Perhexiline	Drug	Vasodilator Agents, Calcium Channel Blockers, Cardiovascular Agents
DB01075	Diphenhydramine	Drug	Antitussive Agents, Histamine H1 Antagonists, Anti-Allergic Agents, Antiemetics, Antidyskinetics, Hypnotics and Sedatives, Anesthetics, Local
DB01072	Atazanavir	Drug	Anti-HIV Agents, HIV Protease Inhibitors
DB01073	Fludarabine	Drug	Antineoplastic Agents
DB01078	Deslanoside	Drug	Cardiotonic Agents, Enzyme Inhibitors, Anti-Arrhythmia Agents
DB08947	Iopamidol	Drug	
DB06768	Ammonium lactate	Drug	Antipruritics
DB01076	Atorvastatin	Drug	Anticholesteremic Agents, Hydroxymethylglutaryl-CoA Reductase Inhibitors
DB03255	Phenol	Drug	Disinfectants, Sclerosing Solutions, Antipsoriatic Agents, Anti-Infective Agents, Local
DB08946	Iopanoic acid	Drug	
DB01077	Etidronic acid	Drug	Bone Density Conservation Agents, Bisphosphonates, Antihypocalcemic Agents
DB08943	Isoconazole	Drug	
DB08944	Isoaminile	Drug	
DB06766	Alcaftadine	Drug	Histamine H1 Antagonists, Anti-Inflammatory Agents
DB08941	Isoxsuprine	Drug	
DB01081	Diphenoxylate	Drug	Analgesics, Opioid, Antidiarrheals, Antiperistaltic Agents
DB06771	Besifloxacin	Drug	Antibiotics, Quinolones
DB01082	Streptomycin	Drug	Aminoglycosides
DB06770	Benzyl alcohol	Drug	Pediculicides, Anesthetics, Local
DB01080	Vigabatrin	Drug	Enzyme Inhibitors, Anticonvulsants, GABA Agents
DB06772	Cabazitaxel	Drug	Antineoplastic Agents
DB01085	Pilocarpine	Drug	Cholinergic Agents
DB01086	Benzocaine	Drug	Anesthetics, Local
DB01083	Orlistat	Drug	Enzyme Inhibitors, Anti-Obesity Agents
DB01084	Emedastine	Drug	Histamine H1 Antagonists, Anti-Allergic Agents
DB06779	Dalteparin	Drug	Anticoagulants, Antithrombins, Fibrinolytic Agents, Heparins
DB01089	Deserpidine	Drug	
DB08958	Hexetidine	Drug	
DB01087	Primaquine	Drug	Antimalarials
DB01088	Iloprost	Drug	
DB08957	Hexoprenaline	Drug	
DB06775	Carglumic Acid	Drug	
DB08954	Ifenprodil	Drug	
DB06777	Chenodeoxycholic acid	Drug	Cathartics, Gastrointestinal Agents
DB01092	Ouabain	Drug	Cardiotonic Agents, Enzyme Inhibitors
DB06782	Dimercaprol	Drug	Chelating Agents
DB06781	Difluprednate	Drug	Corticosteroids, Glucocorticoids, Anti-Inflammatory Agents
DB01093	Dimethyl sulfoxide	Drug	Solvents, Free Radical Scavengers, Cryoprotective Agents
DB01090	Pentolinium	Drug	Ganglionic Blockers, Antihypertensive Agents, Nicotinic Antagonists
DB01091	Butenafine	Drug	Antifungal Agents
DB01096	Oxamniquine	Drug	
DB01097	Leflunomide	Drug	Enzyme Inhibitors, Immunosuppressive Agents, Antirheumatic Agents, Adjuvants
DB01094	Hesperetin	Drug	
DB01095	Fluvastatin	Drug	Hydroxymethylglutaryl-CoA Reductase Inhibitors
DB01098	Rosuvastatin	Drug	Hydroxymethylglutaryl-CoA Reductase Inhibitors
DB08967	Dimetotiazine	Drug	
DB01099	Flucytosine	Drug	Antifungal Agents, Antimetabolites
DB08968	Fominoben	Drug	
DB08965	Fusafungine	Drug	
DB08966	Fursultiamine	Drug	
DB08964	Gemeprost	Drug	
DB00172	L-Proline	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB00173	Adenine	Drug	Micronutrients, Dietary Supplements, Supplements
DB01020	Isosorbide Mononitrate	Drug	Nitric Oxide Donors, Vasodilator Agents
DB00170	Menadione	Drug	Antifibrinolytic Agents, Micronutrients, Dietary Supplements, Vitamins, Supplements
DB00171	Adenosine triphosphate	Drug	Micronutrients, Dietary Supplements, Supplements
DB00176	Fluvoxamine	Drug	Antidepressive Agents, Second-Generation, Anti-Anxiety Agents, Serotonin Uptake Inhibitors
DB01023	Felodipine	Drug	Vasodilator Agents, Calcium Channel Blockers, Dihydropyridines, Antihypertensive Agents, Anti-Arrhythmia Agents
DB06713	Norelgestromin	Drug	Contraceptive Agents, Contraceptives, Oral, Combined
DB01024	Mycophenolic acid	Drug	Enzyme Inhibitors, Antibiotics, Antineoplastic
DB06712	Nilvadipine	Drug	
DB00177	Valsartan	Drug	Angiotensin Receptor Antagonists
DB06715	Potassium Iodide	Drug	
DB01021	Trichlormethiazide	Drug	Sodium Chloride Symporter Inhibitors, Diuretics, Antihypertensive Agents
DB00174	L-Asparagine	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB01022	Phylloquinone	Drug	Antifibrinolytic Agents, Vitamins, Vitamin K
DB00175	Pravastatin	Drug	Hydroxymethylglutaryl-CoA Reductase Inhibitors
DB06714	Propylhexedrine	Drug	
DB01028	Methoxyflurane	Drug	Anesthetics, Inhalation
DB00178	Ramipril	Drug	Angiotensin-Converting Enzyme Inhibitors, Antihypertensive Agents
DB06711	Naphazoline	Drug	Sympathomimetics
DB01025	Amlexanox	Drug	Anti-Allergic Agents, Anti-Inflammatory Agents, Anti-Ulcer Agents
DB06710	Methyltestosterone	Drug	Antineoplastic Agents, Hormonal, Hormone Replacement Agents, Anabolic Agents
DB01026	Ketoconazole	Drug	Antifungal Agents, 14-alpha Demethylase Inhibitors
DB00179	Masoprocol	Drug	Antioxidants, Cyclooxygenase Inhibitors, Antineoplastic Agents, Lipoxygenase Inhibitors
DB01029	Irbesartan	Drug	Angiotensin II Type 1 Receptor Blockers, Angiotensin Receptor Antagonists, Antihypertensive Agents
DB06717	Fosaprepitant	Drug	
DB06716	Fospropofol	Drug	Hypnotics and Sedatives
DB06719	Buserelin	Drug	
DB06718	Stanozolol	Drug	Steroids
DB00180	Flunisolide	Drug	
DB00183	Pentagastrin	Drug	Diagnostic Agents
DB01030	Topotecan	Drug	Topoisomerase I Inhibitors
DB00184	Nicotine	Drug	Autonomic Agents, Appetite Depressants, Nicotinic Agonists, Ganglionic Stimulants
DB01031	Ethinamate	Drug	
DB00181	Baclofen	Drug	Neuromuscular Agents, Muscle Relaxants, Skeletal
DB00182	Amphetamine	Drug	Central Nervous System Stimulants, Adrenergic Uptake Inhibitors, Sympathomimetics, Amphetamines, Adrenergic Agents, Dopamine Agents, Dopamine Uptake Inhibitors
DB08903	Bedaquiline	Drug	Antitubercular Agents
DB00187	Esmolol	Drug	
DB06724	Calcium carbonate	Drug	Antacids
DB01034	Cerulenin	Drug	Antifungal Agents
DB08904	Certolizumab pegol	Drug	TNF inhibitor
DB01035	Procainamide	Drug	Anti-Arrhythmia Agents
DB06723	Aluminum hydroxide	Drug	Antacids
DB00188	Bortezomib	Drug	
DB00185	Cevimeline	Drug	
DB01032	Probenecid	Drug	Adjuvants, Pharmaceutic, Uricosuric Agents
DB08901	Ponatinib	Drug	
DB08902	Raxibacumab	Drug	Monoclonal antibodies, Anti-Infective Agents
DB00186	Lorazepam	Drug	Hypnotics and Sedatives, Benzodiazepines
DB01033	Mercaptopurine	Drug	Nucleic Acid Synthesis Inhibitors, Immunosuppressive Agents, Purine analogues, Antimetabolites, Antineoplastic, Antimetabolites
DB06725	Lornoxicam	Drug	Anti-Inflammatory Agents, Non-Steroidal
DB06720	Velaglucerase alfa	Drug	Enzymes
DB01039	Fenofibrate	Drug	Hypolipidemic Agents
DB08900	Teduglutide	Drug	
DB01036	Tolterodine	Drug	Antispasmodics, Muscarinic Antagonists, Anti-Incontinence Agents, Muscle Relaxants, Genitourinary
DB00189	Ethchlorvynol	Drug	Hypnotics and Sedatives
DB01037	Selegiline	Drug	Neuroprotective Agents, Antiparkinson Agents, Dopaminergics, Monoamine Oxidase Inhibitors, Antidyskinetics
DB08909	Glycerol Phenylbutyrate	Drug	Ammonia Detoxicants
DB08907	Canagliflozin	Drug	Antidiabetic Agents
DB08908	Dimethyl fumarate	Drug	Immunosuppressive Agents, Radiation-Sensitizing Agents, Dermatologic Agents
DB08905	Formestane	Drug	Aromatase Inhibitors, Antineoplastic Agents, Steroids
DB08906	Fluticasone furoate	Drug	Corticosteroids
DB06729	Sulfaphenazole	Drug	Anti-Bacterial Agents, Sulfonamides, Anti-Infective Agents
DB00190	Carbidopa	Drug	Enzyme Inhibitors, Antiparkinson Agents, Antidyskinetics, Dopamine Agents
DB00191	Phentermine	Drug	Central Nervous System Stimulants, Appetite Depressants, Stimulants, Sympathomimetics, Adrenergic Agents
DB01041	Thalidomide	Drug	Immunosuppressive Agents, Teratogens, Angiogenesis Inhibitors, Leprostatic Agents
DB00194	Vidarabine	Drug	Antiviral Agents, Antimetabolites
DB00195	Betaxolol	Drug	Sympatholytics, EENT Preparations, Antihypertensive Agents, Adrenergic beta-1 Receptor Antagonists
DB01042	Melphalan	Drug	
DB00192	Indecainide	Drug	Sodium Channel Blockers, Anti-Arrhythmia Agents
DB01040	Hydroxystilbamidine Isethionate	Drug	Antimalarials, Antimycotic Agents, Anti-trypanosomal Agents
DB00193	Tramadol	Drug	
DB01045	Rifampicin	Drug	Enzyme Inhibitors, Nucleic Acid Synthesis Inhibitors, Antitubercular Agents, Antibiotics, Antibiotics, Antitubercular, Leprostatic Agents
DB08914	Insulin, isophane	Drug	Hypoglycemic Agents, Antidiabetic Agents
DB00198	Oseltamivir	Drug	Enzyme Inhibitors, Antiviral Agents
DB00199	Erythromycin	Drug	Anti-Bacterial Agents, Macrolides, Protein Synthesis Inhibitors, Gastrointestinal Agents
DB01046	Lubiprostone	Drug	Laxatives
DB01043	Memantine	Drug	Antiparkinson Agents, Antidyskinetics, Excitatory Amino Acid Antagonists, Dopamine Agents
DB00196	Fluconazole	Drug	Antifungal Agents
DB08912	Dabrafenib	Drug	
DB08913	Radium Ra 223 Dichloride	Drug	Diagnostic Agents
DB01044	Gatifloxacin	Drug	Antibiotics, Quinolones
DB08910	Pomalidomide	Drug	Immunosuppressive Agents
DB01049	Ergoloid mesylate	Drug	Vasodilator Agents, Adrenergic alpha-Antagonists, Nootropic Agents
DB04552	Niflumic Acid	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB08911	Trametinib	Drug	
DB06730	Gestodene	Drug	Contraceptives, Oral, Synthetic, Progestins
DB01047	Fluocinonide	Drug	Anti-Allergic Agents, Glucocorticoids, Anti-Inflammatory Agents
DB01048	Abacavir	Drug	Reverse Transcriptase Inhibitors, Anti-HIV Agents
DB08918	Levomilnacipran	Drug	Serotonin Uptake Inhibitors
DB06738	Ketobemidone	Drug	Analgesics, Opioid, Excitatory Amino Acid Antagonists
DB08916	Afatinib	Drug	
DB08917	Ferric Carboxymaltose	Drug	Iron Preparations
DB01053	Benzylpenicillin	Drug	Anti-Bacterial Agents, Penicillins
DB01050	Ibuprofen	Drug	Anti-Inflammatory Agents, Non-Steroidal, Analgesics, Non-Narcotic, Cyclooxygenase Inhibitors
DB01051	Novobiocin	Drug	Enzyme Inhibitors, Anti-Bacterial Agents, Nucleic Acid Synthesis Inhibitors
DB01056	Tocainide	Drug	Voltage-Gated Sodium Channel Blockers, Sodium Channel Blockers, Anti-Arrhythmia Agents
DB01057	Echothiophate	Drug	Cholinesterase Inhibitors, Parasympathomimetics, Miotics
DB01054	Nitrendipine	Drug	Vasodilator Agents, Calcium Channel Blockers, Antihypertensive Agents
DB08923	Epoetin Zeta	Drug	
DB08924	Amfecloral	Drug	
DB01055	Mimosine	Drug	
DB06742	Ambroxol	Drug	Expectorants
DB01058	Praziquantel	Drug	
DB01059	Norfloxacin	Drug	Anti-Infective Agents, Quinolones
DB08928	Arsthinol	Drug	
ENSG00000181104	F2R	Gene	
ENSG00000110148	CCKBR	Gene	
ENSG00000137869	CYP19A1	Gene	
ENSG00000163914	RHO	Gene	
ENSG00000136531	SCN2A	Gene	
ENSG00000080644	CHRNA3	Gene	
ENSG00000170214	ADRA1B	Gene	
ENSG00000159899	NPR2	Gene	
ENSG00000171303	KCNK3	Gene	
ENSG00000226589	VARS	Gene	
ENSG00000128918	ALDH1A2	Gene	
ENSG00000196839	ADA	Gene	
ENSG00000132170	PPARG	Gene	
ENSG00000101438	SLC32A1	Gene	
ENSG00000166199	ALKBH3	Gene	
ENSG00000167286	CD3D	Gene	
ENSG00000147432	CHRNB3	Gene	
ENSG00000102524	TNFSF13B	Gene	
ENSG00000127824	TUBA4A	Gene	
ENSG00000100346	CACNA1I	Gene	
ENSG00000177084	POLE	Gene	
ENSG00000147434	CHRNA6	Gene	
ENSG00000160654	CD3G	Gene	
ENSG00000109158	GABRA4	Gene	
ENSG00000156136	DCK	Gene	
ENSG00000113407	TARS	Gene	
ENSG00000177098	SCN4B	Gene	
ENSG00000161509	GRIN2C	Gene	
ENSG00000171791	BCL2	Gene	
ENSG00000171793	CTPS1	Gene	
ENSG00000159640	ACE	Gene	
ENSG00000159403	C1R	Gene	
ENSG00000099250	NRP1	Gene	
ENSG00000171557	FGG	Gene	
ENSG00000157227	MMP14	Gene	
ENSG00000169239	CA5B	Gene	
ENSG00000128928	IVD	Gene	
ENSG00000102755	FLT1	Gene	
ENSG00000102996	MMP15	Gene	
ENSG00000100577	GSTZ1	Gene	
ENSG00000163932	PRKCD	Gene	
ENSG00000121053	EPX	Gene	
ENSG00000182674	KCNB2	Gene	
ENSG00000184611	KCNH7	Gene	
ENSG00000161513	FDXR	Gene	
ENSG00000235067	TUBB	Gene	
ENSG00000157219	HTR5A	Gene	
ENSG00000136999	NOV	Gene	
ENSG00000171560	FGA	Gene	
ENSG00000044574	HSPA5	Gene	
ENSG00000047849	MAP4	Gene	
ENSG00000170231	FABP6	Gene	
ENSG00000171564	FGB	Gene	
ENSG00000111252	SH2B3	Gene	
ENSG00000133488	SEC14L4	Gene	
ENSG00000132155	RAF1	Gene	
ENSG00000136997	MYC	Gene	
ENSG00000131069	ACSS2	Gene	
ENSG00000111012	CYP27B1	Gene	
ENSG00000115850	LCT	Gene	
ENSG00000198804	MT-CO1	Gene	
ENSG00000196616	ADH1B	Gene	
ENSG00000010322	NISCH	Gene	
ENSG00000248144	ADH1C	Gene	
ENSG00000169006	NTSR2	Gene	
ENSG00000147416	ATP6V1B2	Gene	
ENSG00000012504	NR1H4	Gene	
ENSG00000168398	BDKRB2	Gene	
ENSG00000100368	CSF2RB	Gene	
ENSG00000183311	TUBB	Gene	
ENSG00000101213	PTK6	Gene	
ENSG00000185973	TMLHE	Gene	
ENSG00000091513	TF	Gene	
ENSG00000205629	LCMT1	Gene	
ENSG00000160678	S100A1	Gene	
ENSG00000087263	OGFOD1	Gene	
ENSG00000133019	CHRM3	Gene	
ENSG00000160439	RDH13	Gene	
ENSG00000156113	KCNMA1	Gene	
ENSG00000135437	RDH5	Gene	
ENSG00000104951	IL4I1	Gene	
ENSG00000156110	ADK	Gene	
ENSG00000170482	SLC23A1	Gene	
ENSG00000169252	ADRB2	Gene	
ENSG00000173511	VEGFB	Gene	
ENSG00000253729	PRKDC	Gene	
ENSG00000075043	KCNQ2	Gene	
ENSG00000005156	LIG3	Gene	
ENSG00000196611	MMP1	Gene	
ENSG00000157445	CACNA2D3	Gene	
ENSG00000173757	STAT5B	Gene	
ENSG00000115840	SLC25A12	Gene	
ENSG00000102539	MLNR	Gene	
ENSG00000109163	GNRHR	Gene	
ENSG00000100116	GCAT	Gene	
ENSG00000232810	TNF	Gene	
ENSG00000276838	SERPINF2	Gene	
ENSG00000101204	CHRNA4	Gene	
ENSG00000123454	DBH	Gene	
ENSG00000160200	CBS	Gene	
ENSG00000100596	SPTLC2	Gene	
ENSG00000011422	PLAUR	Gene	
ENSG00000161533	ACOX1	Gene	
ENSG00000160209	PDXK	Gene	
ENSG00000156103	MMP16	Gene	
ENSG00000090013	BLVRB	Gene	
ENSG00000135409	AMHR2	Gene	
ENSG00000113851	CRBN	Gene	
ENSG00000104904	OAZ1	Gene	
ENSG00000198821	CD247	Gene	
ENSG00000135643	KCNMB4	Gene	
ENSG00000171105	INSR	Gene	
ENSG00000011677	GABRA3	Gene	
ENSG00000196639	HRH1	Gene	
ENSG00000005381	MPO	Gene	
ENSG00000102967	DHODH	Gene	
ENSG00000126934	MAP2K2	Gene	
ENSG00000083720	OXCT1	Gene	
ENSG00000268173	PIK3R2	Gene	
ENSG00000145451	GLRA3	Gene	
ENSG00000088179	PTPN4	Gene	
ENSG00000145692	BHMT	Gene	
ENSG00000100300	TSPO	Gene	
ENSG00000087085	ACHE	Gene	
ENSG00000120156	TEK	Gene	
ENSG00000087086	FTL	Gene	
ENSG00000233076	DDAH2	Gene	
ENSG00000112759	SLC29A1	Gene	
ENSG00000089250	NOS1	Gene	
ENSG00000184408	KCND2	Gene	
ENSG00000240857	RDH14	Gene	
ENSG00000111424	VDR	Gene	
ENSG00000061938	TNK2	Gene	
ENSG00000169032	MAP2K1	Gene	
ENSG00000077044	DGKD	Gene	
ENSG00000007314	SCN4A	Gene	
ENSG00000021488	SLC7A9	Gene	
ENSG00000204580	DDR1	Gene	
ENSG00000198805	PNP	Gene	
ENSG00000142178	SIK1	Gene	
ENSG00000012779	ALOX5	Gene	
ENSG00000101868	POLA1	Gene	
ENSG00000124767	GLO1	Gene	
ENSG00000145681	HAPLN1	Gene	
ENSG00000124523	SIRT5	Gene	
ENSG00000125851	PCSK2	Gene	
ENSG00000134538	SLCO1B1	Gene	
ENSG00000158748	HTR6	Gene	
ENSG00000163737	PF4	Gene	
ENSG00000196664	TLR7	Gene	
ENSG00000077498	TYR	Gene	
ENSG00000171121	KCNMB3	Gene	
ENSG00000118298	CA14	Gene	
ENSG00000112541	PDE10A	Gene	
ENSG00000198848	CES1	Gene	
ENSG00000132356	PRKAA1	Gene	
ENSG00000142166	IFNAR1	Gene	
ENSG00000224389	C4B	Gene	
ENSG00000206511	GABBR1	Gene	
ENSG00000102743	SLC25A15	Gene	
ENSG00000123643	SLC36A1	Gene	
ENSG00000143252	SDHC	Gene	
ENSG00000145675	PIK3R1	Gene	
ENSG00000186868	MAPT	Gene	
ENSG00000148702	HABP2	Gene	
ENSG00000022355	GABRA1	Gene	
ENSG00000157404	KIT	Gene	
ENSG00000184428	TOP1MT	Gene	
ENSG00000067225	PKM	Gene	
ENSG00000262406	MMP12	Gene	
ENSG00000169297	NR0B1	Gene	
ENSG00000224156	TUBB	Gene	
ENSG00000196408	NOXO1	Gene	
ENSG00000198829	SUCNR1	Gene	
ENSG00000100316	RPL3	Gene	
ENSG00000101405	OXT	Gene	
ENSG00000185760	KCNQ5	Gene	
ENSG00000088386	SLC15A1	Gene	
ENSG00000182255	KCNA4	Gene	
ENSG00000182256	GABRG3	Gene	
ENSG00000179097	HTR1F	Gene	
ENSG00000163993	S100P	Gene	
ENSG00000185527	PDE6G	Gene	
ENSG00000091140	DLD	Gene	
ENSG00000069696	DRD4	Gene	
ENSG00000090054	SPTLC1	Gene	
ENSG00000129167	TPH1	Gene	
ENSG00000068366	ACSL4	Gene	
ENSG00000112964	GHR	Gene	
ENSG00000278183	ABCC1	Gene	
ENSG00000171385	KCND3	Gene	
ENSG00000196689	TRPV1	Gene	
ENSG00000132334	PTPRE	Gene	
ENSG00000035687	ADSS	Gene	
ENSG00000187730	GABRD	Gene	
ENSG00000100504	PYGL	Gene	
